,Volume of $SPX,$SPX,Volume of SPY,SPY,Volume of IBM,IBM,Symbol,Order,rolling_mean_20,direction of rolling mean,Market Indicator,rolling_mean_10,rolling_mean_5,rolling_std,upper_band,lower_band,rolling_volume,rolling_std_volume,long execute,long enter price,long exit,short execute,short enter price,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2008-07-07,4369858400.0,1252.31,372427300.0,115.13,9131100,112.46,IBM,None,113.825,0,0.0,112.059,110.694,2.41823010528,118.661460211,108.988539789,7521355.0,1765703.49465,0,0.0,0,0,0,0,0,100,11457.0,0.0,11457.0
2008-07-08,4860435700.0,1273.7,375973700.0,117.18,9813300,114.67,IBM,SELL,113.7335,0,0.0,112.098,111.684,2.34520625285,118.423912506,109.043087494,7732820.0,1774702.14479,0,0.0,0,1,0,0,-100,100,22924.0,-11467.0,11457.0
2008-07-09,4383177300.0,1244.69,336729400.0,114.92,9506700,111.45,IBM,BUY,113.4775,0,0.0,111.815,111.894,2.29825763523,118.07401527,108.88098473,7938945.0,1726308.35798,0,0.0,0,0,0,1,0,100,11779.0,11145.0,11779.0
2008-07-10,4854139500.0,1253.39,436475700.0,115.39,10053600,114.02,IBM,SELL,113.4745,0,0.0,111.685,112.65,2.29746880169,118.069437603,108.879562397,8081265.0,1779324.02548,0,0.0,0,1,0,0,-100,100,23181.0,-11402.0,11779.0
2008-07-11,5597544400.0,1239.49,481124600.0,114.05,8841400,113.04,IBM,BUY,113.3945,0,0.0,111.777,113.128,2.28255737231,117.959614745,108.829385255,8185905.0,1758239.31653,0,0.0,0,0,0,1,0,100,11877.0,11304.0,11877.0
2008-07-14,4543494800.0,1228.3,322720800.0,113.02,8317400,112.5,IBM,None,113.181,0,0.0,111.915,113.136,2.14581330428,117.472626609,108.889373391,8282795.0,1706080.52086,0,0.0,0,0,0,0,0,100,11877.0,0.0,11877.0
2008-07-15,6323831500.0,1214.91,502502500.0,111.42,10710500,114.04,IBM,SELL,113.0185,0,0.0,112.347,113.01,1.93052563063,116.879551261,109.157448739,8504310.0,1719937.13254,0,0.0,0,1,0,0,-100,100,23281.0,-11404.0,11877.0
2008-07-16,5534893800.0,1245.36,371642900.0,114.16,9898800,116.57,IBM,BUY,113.057,1,0.2,112.964,114.034,1.99550046486,117.04800093,109.06599907,8735355.0,1567309.73141,0,0.0,0,0,0,1,0,100,11624.0,11657.0,11624.0
2008-07-17,6085597300.0,1260.32,375490600.0,115.3,12298200,117.11,IBM,None,113.166,1,0.4,113.651,114.652,2.15625747901,117.478514958,108.853485042,9019530.0,1674174.0201,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-18,4850896400.0,1260.68,267030100.0,116.02,18317800,120.23,IBM,None,113.3915,1,0.6,114.609,116.09,2.62277128445,118.637042569,108.145957431,9556910.0,2634148.58509,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-21,3912713400.0,1260.0,222863000.0,116.08,7779600,119.09,IBM,None,113.6655,1,0.8,115.272,117.408,2.91658862552,119.498677251,107.832322749,9464645.0,2663792.19386,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-22,5213062100.0,1277.0,296904200.0,117.4,11428600,120.33,IBM,None,113.968,1,1.0,115.838,118.666,3.27535550501,120.51871101,107.41728899,9743460.0,2555420.60549,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-23,5511443600.0,1282.19,311698400.0,118.03,10230300,119.89,IBM,None,114.2485,1,1.0,116.682,119.33,3.53352556164,121.315551123,107.181448877,9877330.0,2504242.20581,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-24,5021457000.0,1252.54,248634500.0,115.59,8946300,120.33,IBM,None,114.499,1,1.0,117.313,119.974,3.78231188004,122.06362376,106.93437624,9968070.0,2431329.62326,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-25,3827519400.0,1257.76,219131000.0,115.56,7565500,118.97,IBM,None,114.8415,1,1.0,117.906,119.722,3.86479287251,122.571085745,107.111914255,9860815.0,2489894.20728,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-28,3615825200.0,1234.37,205201300.0,113.86,6096800,116.86,IBM,None,115.1285,1,1.0,118.342,119.276,3.78621637967,122.700932759,107.556067241,9582635.0,2587149.52476,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-29,4375477800.0,1263.2,261505600.0,116.29,5979400,118.17,IBM,None,115.551,1,1.0,118.755,118.844,3.61867946254,122.788358925,108.313641075,9459655.0,2700355.04926,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-30,4400320300.0,1284.26,354710000.0,118.37,5826100,119.28,IBM,None,115.995,1,1.0,119.026,118.722,3.49610234103,122.987204682,109.002795318,9247490.0,2814222.1855,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-07-31,4377089900.0,1267.38,277402100.0,116.8,5857300,118.46,IBM,None,116.406,1,1.0,119.161,118.348,3.25907381096,122.924147622,109.887852378,9135695.0,2905422.55347,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-08-01,3737466300.0,1260.31,248690900.0,116.18,4939700,117.22,IBM,None,116.7345,1,1.0,118.86,117.998,2.96632410303,122.667148206,110.801851794,9076920.0,2980657.09862,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-08-04,3460897300.0,1249.01,188239600.0,115.11,5994900,118.07,IBM,None,117.015,1,1.0,118.758,118.24,2.80151368859,122.618027377,111.411972623,8920110.0,3059120.46474,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-08-05,4289026000.0,1284.88,251577600.0,118.21,6969900,119.29,IBM,None,117.246,1,1.0,118.654,118.464,2.78842041684,122.822840834,111.669159166,8777940.0,3081416.51319,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-08-06,4069899100.0,1289.19,209555400.0,118.73,6253800,120.02,IBM,None,117.6745,1,1.0,118.667,118.612,2.4937785218,122.662057044,112.686942956,8615295.0,3126445.35425,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-08-07,4452758500.0,1266.07,246312500.0,116.97,6633500,119.92,IBM,None,117.9695,1,1.0,118.626,118.904,2.38532900743,122.740158015,113.198841985,8444290.0,3137149.95076,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-08-08,3977489400.0,1296.32,260811700.0,119.14,8561800,119.7,IBM,None,118.3025,1,1.0,118.699,119.4,2.10991363006,122.52232726,114.08267274,8430310.0,3135909.92333,0,0.0,0,0,0,0,0,100,11624.0,0.0,11624.0
2008-08-11,3885672200.0,1305.32,249425800.0,120.37,7490400,117.64,IBM,BUY,118.5595,1,1.0,118.777,119.314,1.62273153404,121.804963068,115.314036932,8388960.0,3142921.66779,1,117.64,0,0,0,0,100,100,-140.0,11764.0,11624.0
2008-08-12,3566647500.0,1289.59,213200800.0,119.12,6996800,116.36,IBM,None,118.6755,1,1.0,118.596,118.728,1.34114434641,121.357788693,115.993211307,8203275.0,3108055.39727,0,117.64,0,0,0,0,100,100,-140.0,0.0,11496.0
2008-08-13,3678548300.0,1285.83,256393200.0,118.4,5857800,116.9,IBM,None,118.692,1,1.0,118.358,118.104,1.31566513097,121.323330262,116.060669738,8001225.0,3123342.6982,0,117.64,0,0,0,0,100,100,-140.0,0.0,11550.0
2008-08-14,3169369600.0,1292.93,239555300.0,119.3,6813000,117.96,IBM,None,118.7345,1,1.0,118.308,117.712,1.27497151671,121.284443033,116.184556967,7726965.0,2962872.32744,0,117.64,0,0,0,0,100,100,-140.0,0.0,11656.0
2008-08-15,3183170200.0,1298.2,181000800.0,119.88,5566200,117.42,IBM,None,118.594,0,0.8,118.328,117.256,1.25618637571,121.106372751,116.081627249,7089385.0,1641029.68967,0,117.64,0,0,0,0,100,100,-140.0,0.0,11602.0
2008-08-18,3056777400.0,1278.6,172275100.0,118.24,5970000,115.77,IBM,None,118.428,0,0.6,118.098,116.882,1.39849392675,121.224987854,115.631012146,6998905.0,1650828.88,0,117.64,0,0,0,0,100,100,-140.0,0.0,11437.0
2008-08-19,3278792100.0,1266.69,194673700.0,116.95,9311600,113.89,IBM,SELL,118.106,0,0.4,117.558,116.388,1.65532760313,121.416655206,114.795344794,6893055.0,1400784.73776,0,0.0,1,0,0,0,0,100,11249.0,-11389.0,11249.0
2008-08-20,3599261000.0,1274.54,225498200.0,117.49,6871600,113.84,IBM,None,117.8035,0,0.2,116.94,115.776,1.85313468423,121.509769368,114.097230632,6725120.0,1160330.5471,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-08-21,3145589300.0,1277.72,180609800.0,117.69,6315000,114.29,IBM,None,117.5015,0,0.0,116.377,115.042,1.91098562335,121.323471247,113.679528753,6593555.0,1037946.94696,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-08-22,2992914500.0,1292.2,167715300.0,119.4,5989200,116.09,IBM,None,117.3575,0,0.0,116.016,114.776,1.9029972896,121.163494579,113.551505421,6514740.0,1019950.34007,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-08-25,2790030000.0,1266.84,171936900.0,116.98,5827400,114.17,IBM,None,117.223,0,0.0,115.669,114.456,2.03078180434,121.284563609,113.161436391,6501270.0,1027511.27134,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-08-26,2776949400.0,1271.51,159117200.0,117.32,6218200,113.83,IBM,None,117.006,0,0.0,115.416,114.444,2.15249280212,121.310985604,112.701014396,6513210.0,1022503.06647,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-08-27,2691944000.0,1281.66,171032800.0,118.46,5843800,114.65,IBM,None,116.7745,0,0.0,115.191,114.606,2.14401363654,121.062527273,112.486472727,6514095.0,1021884.5292,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-08-28,3086382000.0,1300.68,167409100.0,119.9,5448200,115.76,IBM,None,116.6395,0,0.0,114.971,114.9,2.11713429701,120.873768594,112.405231406,6493640.0,1039663.31007,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-08-29,2859087200.0,1282.83,189195800.0,118.61,7156000,113.12,IBM,None,116.4345,0,0.0,114.541,114.306,2.25216030793,120.938820616,111.930179384,6604455.0,981821.297104,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-02,3851220100.0,1277.58,252364900.0,117.87,11749800,110.03,IBM,None,116.0325,0,0.0,113.967,113.478,2.63061904862,121.293738097,110.771261903,6892200.0,1500220.37504,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-03,3979038200.0,1274.98,251947000.0,117.77,11316600,109.97,IBM,None,115.5665,0,0.0,113.575,112.706,2.84033407042,121.247168141,109.885831859,7109535.0,1797471.18161,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-04,4283878500.0,1236.83,340042500.0,114.22,10133800,106.86,IBM,None,114.9085,0,0.0,112.877,111.148,3.24923193353,121.406963867,108.410036133,7303535.0,1906337.44632,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-05,4074428100.0,1242.31,289503400.0,114.58,8811400,106.24,IBM,None,114.2245,0,0.0,112.072,109.244,3.56343488195,121.351369764,107.097630236,7412430.0,1928128.00217,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-08,6201569200.0,1267.79,364075300.0,116.95,10452800,108.99,IBM,None,113.689,0,0.0,111.362,108.418,3.5014807394,120.691961479,106.686038521,7506980.0,2031072.81157,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-09,5940149300.0,1224.51,377326800.0,113.48,8106300,106.9,IBM,None,113.152,0,0.0,110.635,107.792,3.68253145197,120.517062904,105.786937096,7537775.0,2035472.54927,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-10,5266574600.0,1232.04,298916600.0,113.94,11852200,109.69,IBM,None,112.8185,0,0.0,110.221,107.736,3.67874016622,120.175980332,105.461019668,7780545.0,2246197.78327,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-11,5717554000.0,1249.05,375369400.0,115.59,9737400,110.77,IBM,None,112.512,0,0.0,109.833,108.518,3.57467937465,119.661358749,105.362641251,7974525.0,2238919.54085,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-12,5192825300.0,1251.7,297851200.0,116.12,6635100,110.55,IBM,None,112.1415,0,0.0,109.312,109.38,3.35772208969,118.856944179,105.426055821,7965630.0,2244124.37597,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-15,7055554900.0,1192.7,483607000.0,110.59,9908300,107.04,IBM,None,111.6225,0,0.0,108.704,108.99,3.30061537325,118.223730746,105.021269254,8182735.0,2209546.28428,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-16,8057009900.0,1213.6,581744300.0,112.44,13673200,107.84,IBM,None,111.226,0,0.0,108.485,109.178,3.25211251181,117.730225024,104.721774976,8567895.0,2460657.23024,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-17,7835563900.0,1156.39,624095600.0,107.39,12298000,103.58,IBM,None,110.7105,0,0.0,107.846,107.956,3.60553737144,117.921574743,103.499425257,8717215.0,2595101.69181,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-18,8796969500.0,1206.51,776114700.0,110.58,15995000,106.97,IBM,None,110.367,0,0.0,107.857,107.196,3.61892554569,117.604851091,103.129148909,9173385.0,3020583.26039,0,0.0,0,0,0,0,0,100,11249.0,0.0,11249.0
2008-09-19,7098670200.0,1255.08,501087800.0,114.97,14432600,110.44,IBM,SELL,110.1745,0,0.0,108.277,107.174,3.49969994954,117.173899899,103.175100101,9579265.0,3158520.20269,0,0.0,0,1,0,0,-100,100,22293.0,-11044.0,11249.0
2008-09-22,4370310800.0,1207.09,249966500.0,112.36,8844000,107.99,IBM,BUY,109.7695,0,0.0,108.177,107.364,3.23800210494,116.24550421,103.29349579,9722005.0,3050395.15395,0,0.0,0,0,0,1,0,100,11494.0,10799.0,11494.0
2008-09-23,4313566300.0,1188.22,327470400.0,109.81,8012800,107.2,IBM,None,109.421,0,0.0,108.207,107.236,3.11209338921,115.645186778,103.196813222,9831275.0,2940711.83897,0,0.0,0,0,0,0,0,100,11494.0,0.0,11494.0
2008-09-24,4118240300.0,1185.87,311818400.0,110.16,6574100,108.22,IBM,None,109.1405,0,0.0,108.06,108.164,2.9419550875,115.024410175,103.256589825,9849070.0,2918691.85786,0,0.0,0,0,0,0,0,100,11494.0,0.0,11494.0
2008-09-25,5219817600.0,1209.18,328253000.0,111.88,6539200,111.61,IBM,SELL,108.9885,0,0.0,108.144,109.092,2.71185171734,114.412203435,103.564796565,9883840.0,2872238.75316,0,0.0,0,1,0,0,-100,100,22655.0,-11161.0,11494.0
2008-09-26,4624259300.0,1213.27,285917400.0,111.94,4760500,110.97,IBM,BUY,108.749,0,0.0,108.186,109.198,2.25545630813,113.259912616,104.238087384,9849455.0,2931637.02813,0,0.0,0,0,0,1,0,100,11558.0,11097.0,11558.0
2008-09-29,6070764900.0,1106.42,459562300.0,103.17,9586700,106.36,IBM,None,108.411,0,0.0,108.118,108.872,2.06437680159,112.539753603,104.282246397,9970990.0,2863696.01866,0,0.0,0,0,0,0,0,100,11558.0,0.0,11558.0
2008-09-30,5209615000.0,1166.36,328154400.0,107.44,18991900,108.68,IBM,SELL,108.3435,0,0.0,108.202,109.168,2.03044531025,112.40439062,104.28260938,10333095.0,3489869.50781,0,0.0,0,1,0,0,-100,100,22426.0,-10868.0,11558.0
2008-10-01,4991111600.0,1161.06,332783000.0,107.5,13134400,102.34,IBM,BUY,107.962,0,0.0,108.078,107.992,2.39316042966,112.748320859,103.175679141,10423985.0,3540141.25666,0,0.0,0,0,0,1,0,100,12192.0,10234.0,12192.0
2008-10-02,5181754100.0,1114.28,365337800.0,103.6,11458200,97.33,IBM,None,107.4855,0,0.0,107.114,105.136,3.37249786391,114.230495728,100.740504272,10490205.0,3546808.00743,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-03,5754710900.0,1099.23,461798000.0,102.2,9637900,96.12,IBM,None,106.9795,0,0.0,105.682,102.166,4.22152189444,115.422543789,98.5364562111,10531530.0,3530997.89281,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-06,6474661500.0,1056.89,610637500.0,97.0,11521400,93.5,IBM,None,106.205,0,0.0,104.233,99.594,5.15170641122,116.508412822,95.9015871776,10584960.0,3537822.14578,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-07,5845846100.0,996.23,540012100.0,92.65,11416100,88.88,IBM,None,105.304,0,0.0,102.401,95.634,6.43877268462,118.181545369,92.4264546308,10750450.0,3492901.25729,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-08,7086781000.0,984.94,725414800.0,90.32,17980400,84.14,IBM,None,104.0265,0,0.0,99.993,91.994,7.8931544458,119.812808892,88.2401911084,11056860.0,3845622.30162,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-09,6975819900.0,909.92,534485200.0,84.01,21293600,82.7,IBM,None,102.623,0,0.0,97.102,89.068,9.04283496535,120.708669931,84.5373300693,11634670.0,4456574.03265,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-10,9695395100.0,899.22,871026300.0,81.97,24637400,81.54,IBM,None,101.1725,0,0.0,94.159,86.152,9.98224997051,121.136999941,81.208000059,12534785.0,5156657.10292,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-13,6023890300.0,1003.35,455584000.0,93.88,17101600,85.68,IBM,None,100.1045,0,0.0,92.091,84.588,10.4529988017,121.010497603,79.1985023967,12894450.0,5214359.39755,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-14,6808611700.0,998.01,546268300.0,92.49,15114200,86.98,IBM,None,99.0615,0,0.0,89.921,84.208,10.6787936806,120.419087361,77.7039126387,12966500.0,5235598.53845,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-15,5496847100.0,907.84,484627500.0,83.38,11330800,82.04,IBM,None,97.9845,0,0.0,87.891,83.788,11.2689888749,120.52247775,75.4465222502,12918140.0,5246553.74361,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-16,6700736300.0,946.43,708811200.0,86.85,16271300,85.04,IBM,None,96.888,0,0.0,86.662,84.256,11.4146413827,119.717282765,74.0587172347,12931955.0,5255438.2608,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-17,5544230000.0,940.55,476649000.0,86.34,15230700,84.36,IBM,None,95.584,0,0.0,85.486,84.82,11.2737993409,118.131598682,73.0364013182,12971860.0,5270441.10772,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-20,4377613100.0,985.4,321158800.0,91.52,9747100,85.96,IBM,None,94.4825,0,0.0,84.732,84.876,11.0722958562,116.627091712,72.3379082877,13017015.0,5236976.37415,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-21,4379700900.0,955.05,356502000.0,88.79,9716400,82.57,IBM,None,93.251,0,0.0,84.101,83.994,10.9524329909,115.155865982,71.3461340181,13102195.0,5164653.59459,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-22,5270298900.0,896.78,516168000.0,83.96,14198100,77.68,IBM,None,91.724,0,0.0,83.455,83.122,10.884345301,113.492690602,69.955309398,13483395.0,4933654.5808,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-23,5967495600.0,908.11,634666400.0,84.93,12358000,78.38,IBM,None,90.0625,0,0.0,83.023,81.79,10.2039934778,110.470486956,69.6545130444,13774335.0,4666959.73935,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-24,5550127100.0,876.77,545812600.0,80.62,12287300,76.26,IBM,None,88.327,0,0.0,82.495,80.17,9.37930089416,107.085601788,69.5683982117,14150675.0,4179896.54076,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-27,4644005100.0,848.92,397288600.0,77.76,11099100,74.02,IBM,None,86.71,0,0.0,81.329,77.782,8.88126887568,104.472537751,68.9474622486,14226295.0,4106009.98044,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-28,5871535500.0,940.51,639939500.0,86.85,14205900,81.1,IBM,None,85.331,0,0.0,80.741,77.488,7.28885298896,99.9087059779,70.7532940221,13986995.0,3950157.73416,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-29,5752151700.0,930.09,531270100.0,86.22,12692000,81.96,IBM,None,84.312,0,0.0,80.733,78.344,6.11602949977,96.5440589995,72.0799410005,13964875.0,3956417.06796,0,0.0,0,0,0,0,0,100,12192.0,0.0,12192.0
2008-10-30,5059776200.0,954.09,414582100.0,89.2,12033800,84.27,IBM,SELL,83.659,0,0.0,80.656,79.522,5.29506115466,94.2491223093,73.0688776907,13993655.0,3939279.58702,0,0.0,0,1,0,0,-100,100,20619.0,-8427.0,12192.0
2008-10-31,5213540100.0,968.75,411394000.0,89.69,10506300,86.39,IBM,BUY,83.1725,0,0.0,80.859,81.548,4.47310074369,92.1187014874,74.2262985126,14037075.0,3893259.269,0,0.0,0,0,0,1,0,100,11980.0,8639.0,11980.0
2008-11-03,3573823300.0,966.3,205419400.0,89.95,7686300,86.12,IBM,SELL,82.8035,0,0.0,80.875,83.968,3.83523316384,90.4739663277,75.1330336723,13845320.0,4111986.39264,0,0.0,0,1,0,0,-100,100,20592.0,-8612.0,11980.0
2008-11-04,4488508600.0,1005.75,346793400.0,93.01,10173000,86.79,IBM,BUY,82.699,0,0.0,81.297,85.106,3.68654152575,90.0720830515,75.3259169485,13783165.0,4159755.61824,0,0.0,0,0,0,1,0,100,11913.0,8679.0,11913.0
2008-11-05,4493451700.0,952.77,387844100.0,89.1,8706200,83.58,IBM,SELL,82.671,0,0.0,81.887,85.43,3.67713546979,90.0252709396,75.3167290604,13319455.0,4184092.82093,0,0.0,0,1,0,0,-100,100,20271.0,-8358.0,11913.0
2008-11-06,5200417600.0,904.88,477721900.0,84.16,12522000,79.57,IBM,BUY,82.5145,0,0.0,82.006,84.49,3.74187326433,89.9982465287,75.0307534713,12880875.0,3740446.91685,0,0.0,0,0,0,1,0,100,12314.0,7957.0,12314.0
2008-11-07,4129607100.0,930.99,380391000.0,86.94,7927800,80.61,IBM,None,82.468,0,0.0,82.441,83.334,3.7603535668,89.9887071336,74.9472928664,12045395.0,2696825.17913,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-10,3683028400.0,919.21,301773000.0,85.8,9685100,78.37,IBM,None,82.1025,0,0.0,82.876,81.784,3.78688717467,89.6762743493,74.5287256507,11674570.0,2464911.81397,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-11,4131739300.0,898.95,418498200.0,83.15,10013600,77.31,IBM,None,81.619,0,0.0,82.497,79.888,3.74849008198,89.115980164,74.122019836,11419540.0,2351561.35755,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-12,4690714900.0,852.3,454330600.0,79.49,11368400,74.51,IBM,None,81.2425,0,0.0,81.752,78.074,4.06847944569,89.3794588914,73.1055411086,11421420.0,2351501.708,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-13,6628139100.0,911.29,753141900.0,84.45,15103600,78.69,IBM,None,80.925,0,0.0,81.194,77.898,4.00378833764,88.9325766753,72.9174233247,11363035.0,2236427.87011,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-14,4838278400.0,873.29,540352300.0,80.23,12023700,75.06,IBM,None,80.46,0,0.0,80.061,76.788,4.12215196737,88.7043039347,72.2156960653,11202685.0,2051879.57461,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-17,4090816700.0,850.75,415254900.0,79.17,10315300,72.4,IBM,None,79.782,0,0.0,78.689,75.594,4.28197273769,88.3459454754,71.2180545246,11231095.0,2034525.26299,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-18,5224961600.0,859.12,523811800.0,80.66,13050600,74.83,IBM,None,79.395,0,0.0,77.493,75.098,4.36568255952,88.126365119,70.663634881,11397805.0,2040472.35101,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-19,5564433800.0,806.58,558327600.0,75.49,12606400,70.99,IBM,None,79.0605,0,0.0,76.234,74.394,4.7439129696,88.5483259392,69.5726740608,11318220.0,1954743.15491,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-20,7693834800.0,752.44,814180400.0,69.89,17634700,67.04,IBM,None,78.4935,0,0.0,74.981,72.064,5.45406200629,89.4016240126,67.5853759874,11582055.0,2406394.92569,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-21,8005748400.0,800.03,718536500.0,73.66,19804500,69.97,IBM,None,78.179,0,0.0,73.917,71.046,5.76227467878,89.7035493576,66.6544506424,11957915.0,3028894.28067,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-24,6583933700.0,851.81,523305300.0,78.76,15023200,74.65,IBM,None,78.2105,1,0.2,73.545,71.496,5.74002152481,89.6905430496,66.7304569504,12154120.0,3096673.016,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-25,5711027500.0,857.39,454112400.0,79.34,12519700,75.36,IBM,None,77.9235,0,0.2,73.35,71.602,5.73143618908,89.3863723782,66.4606276218,12069810.0,3060615.48366,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-26,4607772200.0,887.68,370134200.0,82.41,8240600,76.32,IBM,None,77.6415,0,0.2,73.531,72.668,5.66069204901,88.962884098,66.320115902,11847240.0,3172786.89025,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-11-28,2213305200.0,896.24,118308100.0,83.45,3908300,76.25,IBM,None,77.2405,0,0.2,73.287,74.51,5.44643048244,88.1333609649,66.3476390351,11440965.0,3634308.24914,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-12-01,5003205500.0,816.21,369927100.0,76.05,10265000,71.86,IBM,None,76.514,0,0.2,72.967,74.888,5.12110637717,86.7562127543,66.2717872457,11428900.0,3637973.09298,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-12-02,4998917800.0,848.81,469508400.0,78.98,9305200,74.61,IBM,None,75.9385,0,0.0,73.188,74.88,4.60557359706,85.1496471941,66.7273528059,11509845.0,3567647.91564,0,0.0,0,0,0,0,0,100,12314.0,0.0,12314.0
2008-12-03,5214388700.0,870.74,519863500.0,80.88,9757800,75.38,IBM,SELL,75.368,0,0.0,73.243,74.884,3.8324261932,83.0328523864,67.7031476136,11489085.0,3577032.06087,0,0.0,0,1,0,0,-100,100,19852.0,-7538.0,12314.0
2008-12-04,4863270900.0,845.22,444173800.0,79.01,10914000,72.36,IBM,BUY,74.807,0,0.0,73.38,74.092,3.35903353895,81.5250670779,68.0889329221,11599475.0,3520246.43065,0,0.0,0,0,0,1,0,100,12616.0,7236.0,12616.0
2008-12-05,5107510800.0,876.07,471905300.0,81.45,11212000,75.31,IBM,SELL,74.594,0,0.0,74.207,73.904,3.17090788925,80.9358157785,68.2521842215,11533975.0,3514360.33872,0,0.0,0,1,0,0,-100,100,20147.0,-7531.0,12616.0
2008-12-08,5353028100.0,909.7,412859300.0,84.29,11177600,79.3,IBM,BUY,74.5285,0,0.0,75.14,75.392,3.05137462552,80.631249251,68.425750749,11696465.0,3412502.46366,0,0.0,0,0,0,1,0,100,12217.0,7930.0,12217.0
